MODEL,MAKE,Model Year,Overall Length,Overall Width,Overall Height,Wheelbase,Curb Weight,Front End Length,Rear End Length,Side Glass Height,Body Side Height,Roof Width,Front Overhang,Rear Overhang,Track Width Front,Track Width Rear,Front Weight %,Rear Weight %
RIO5DRHATCHBACKFWDLXEXSX,KIA,12,405.0,172.0,146.0,257.0,1163.0,94.0,121.0,34.0,80.0,108.0,81.0,67.0,152.0,153.0,63.0,37.0
RIO5DRHATCHBACKFWDLXLX+EXEXLUXURY,KIA,12,405.0,172.0,146.0,257.0,1179.0,94.0,121.0,34.0,80.0,108.0,81.0,67.0,151.0,151.0,63.0,37.0
RIO5DRHATCHBACKFWDLXLX+EXSX,KIA,12,405.0,172.0,146.0,257.0,1126.0,94.0,121.0,34.0,80.0,108.0,81.0,67.0,152.0,153.0,63.0,37.0
RL4DRSEDANAWDELITE,ACURA,9,497.0,185.0,146.0,280.0,1864.0,125.0,73.0,37.0,80.0,116.0,104.0,111.0,157.0,157.0,58.0,42.0
RLX4DRSEDAN,ACURA,18,502.0,190.0,146.0,285.0,1993.0,137.0,56.0,37.0,80.0,113.0,104.0,114.0,163.0,163.0,61.0,43.0
RLX4DRSEDANAWDHYBRID,ACURA,18,502.0,190.0,146.0,285.0,1980.0,137.0,56.0,37.0,80.0,113.0,104.0,114.0,163.0,163.0,57.0,43.0
RLX4DRSEDANSPORTHYBRID,ACURA,13,499.0,190.0,146.0,285.0,1980.0,133.0,56.0,37.0,80.0,113.0,100.0,114.0,163.0,163.0,57.0,43.0
ROADSTERCOOPERS2DRFWD,MINI,12,373.0,168.0,139.0,247.0,1245.0,105.0,66.0,29.0,77.0,121.0,70.0,57.0,146.0,147.0,62.0,38.0
ROADSTERJOHNCOOPERWORKS2DFWD,MINI,12,373.0,168.0,139.0,247.0,1260.0,105.0,66.0,29.0,77.0,121.0,70.0,57.0,146.0,147.0,62.0,38.0
ROGUE4DRCUVAWDSSVSL,NISSAN,8,465.0,180.0,168.0,269.0,1574.0,111.0,158.0,39.0,80.0,113.0,98.0,98.0,154.0,155.0,59.0,41.0
ROGUE4DRCUVFWDSSV,NISSAN,8,465.0,180.0,168.0,269.0,1495.0,111.0,158.0,39.0,80.0,113.0,98.0,98.0,154.0,155.0,59.0,41.0
ROGUE4DRCUVSSVFWD,NISSAN,14,463.0,184.0,172.0,270.0,1567.0,117.0,165.0,41.0,85.0,111.0,93.0,100.0,160.0,160.0,57.0,43.0
ROGUE4DRCUVSSVSLAWD,NISSAN,14,463.0,184.0,172.0,270.0,1639.0,117.0,165.0,41.0,85.0,111.0,93.0,100.0,160.0,160.0,57.0,43.0
ROGUE4DRSUVAWD,NISSAN,21,469.0,184.0,174.0,270.0,1610.0,121.0,175.0,42.0,86.0,111.0,97.0,102.0,160.0,160.0,58.0,43.0
ROGUE4DRSUVFWD,NISSAN,21,469.0,184.0,174.0,270.0,1550.0,121.0,175.0,42.0,86.0,111.0,97.0,102.0,160.0,160.0,59.0,43.0
RONDO4DRWAGONFWDEXV6EXV6LUXURY,KIA,7,455.0,182.0,165.0,270.0,1686.0,107.0,167.0,45.0,83.0,90.0,93.0,91.0,156.0,155.0,60.0,40.0
RONDO4DRWAGONFWDLXEXEXPREMIUM,KIA,7,455.0,182.0,165.0,270.0,1515.0,107.0,167.0,45.0,83.0,90.0,93.0,91.0,156.0,155.0,60.0,40.0
RONDOLX5PASSENGER,KIA,14,452.0,181.0,161.0,275.0,1474.0,100.0,168.0,38.0,91.0,105.0,94.0,83.0,157.0,159.0,60.0,40.0
RONDOLXEXEXLUXURY7PASSENGER,KIA,14,452.0,181.0,161.0,275.0,1543.0,100.0,168.0,38.0,91.0,105.0,94.0,83.0,157.0,159.0,60.0,40.0
ROUTANFWDMINIVANTRENDLINECOMFORTLINEHIGH,VOLKSWAGEN,9,514.0,195.0,175.0,308.0,2039.0,107.0,219.0,46.0,90.0,139.0,97.0,111.0,165.0,165.0,55.0,45.0
RS3SEDAN,AUDI,14,448.0,180.0,140.0,263.0,1590.0,122.0,48.0,34.0,78.0,108.0,89.0,96.0,156.0,153.0,60.0,40.0
RS3SEDANTFSIQUATTRO,AUDI,14,448.0,180.0,140.0,263.0,1590.0,122.0,48.0,34.0,78.0,108.0,89.0,96.0,156.0,153.0,60.0,40.0
RS52DRCABRIOLET42TFSISTRONIC,AUDI,10,464.0,185.0,137.0,275.0,2040.0,124.0,49.0,33.0,77.0,111.0,89.0,102.0,157.0,155.0,51.0,49.0
RS52DRCOUPE,AUDI,18,472.0,186.0,136.0,277.0,1810.0,141.0,55.0,37.0,80.0,110.0,92.0,104.0,160.0,159.0,56.0,44.0
RS52DRCOUPE42FSIQUATTRO,AUDI,10,464.0,185.0,137.0,275.0,1820.0,124.0,49.0,33.0,77.0,111.0,89.0,102.0,157.0,155.0,51.0,49.0
RS5SPORTBACK,AUDI,21,478.0,184.0,138.0,283.0,1810.0,136.0,114.0,33.0,79.0,109.0,92.0,104.0,159.0,157.0,57.0,43.0
RS74DRHATCHBACK40TFSIQUATTRO,AUDI,14,501.0,191.0,142.0,291.0,2030.0,144.0,232.0,34.0,78.0,112.0,97.0,114.0,164.0,164.0,54.0,46.0
RS74DRSPORTBACK40TFSIQUATTRO,AUDI,14,501.0,191.0,142.0,291.0,2030.0,144.0,232.0,34.0,78.0,112.0,97.0,114.0,164.0,164.0,54.0,46.0
RVR4DRSUVES2WDSE2WD,MITSUBISHI,16,435.0,181.0,163.0,267.0,1405.0,113.0,136.0,38.0,87.0,116.0,93.0,75.0,153.0,153.0,59.0,41.0
RVR4DRSUVESSEFWD,MITSUBISHI,16,436.0,181.0,163.0,267.0,1415.0,113.0,136.0,38.0,87.0,116.0,93.0,75.0,153.0,153.0,59.0,41.0
RVR4DRSUVSE4WDGT4WD,MITSUBISHI,11,430.0,177.0,163.0,267.0,1470.0,108.0,136.0,38.0,87.0,116.0,88.0,75.0,153.0,153.0,59.0,41.0
RVR4DRSUVSEAWDGTAWD,MITSUBISHI,11,430.0,177.0,163.0,267.0,1485.0,108.0,136.0,38.0,87.0,116.0,88.0,75.0,153.0,153.0,59.0,41.0
RVR4DRSUVSEGTAWC,MITSUBISHI,16,436.0,181.0,163.0,267.0,1480.0,113.0,136.0,38.0,87.0,116.0,93.0,75.0,153.0,153.0,59.0,41.0
RX3504DRSUV,LEXUS,16,489.0,190.0,172.0,279.0,2020.0,128.0,151.0,38.0,91.0,104.0,108.0,102.0,164.0,163.0,58.0,42.0
RX3504DRSUVAWD,LEXUS,9,477.0,189.0,172.0,274.0,1970.0,103.0,161.0,39.0,90.0,110.0,99.0,102.0,163.0,162.0,57.0,43.0
RX3504DRSUVAWDFSPORT,LEXUS,9,477.0,189.0,172.0,274.0,1970.0,103.0,161.0,39.0,90.0,110.0,99.0,102.0,163.0,162.0,57.0,43.0
RX3504DRSUVAWDSPORTDESIGNFSPORT,LEXUS,9,477.0,189.0,170.0,274.0,1970.0,103.0,161.0,39.0,90.0,110.0,99.0,102.0,163.0,162.0,57.0,43.0
RX350L4DRSUV,LEXUS,18,500.0,190.0,171.0,279.0,2095.0,128.0,184.0,38.0,91.0,104.0,108.0,113.0,164.0,163.0,55.0,45.0
RX450H4DRSUV,LEXUS,16,489.0,190.0,172.0,279.0,2150.0,128.0,151.0,38.0,91.0,104.0,108.0,102.0,164.0,163.0,56.0,44.0
RX450H4DRSUVAWD,LEXUS,9,477.0,189.0,172.0,274.0,2110.0,103.0,161.0,39.0,90.0,110.0,99.0,102.0,163.0,162.0,54.0,46.0
RX450H4DRSUVAWDSPORTDESIGN,LEXUS,9,477.0,189.0,172.0,274.0,2110.0,103.0,161.0,39.0,90.0,110.0,99.0,102.0,163.0,162.0,54.0,46.0
RX450HL4DRSUV,LEXUS,18,500.0,190.0,171.0,279.0,2225.0,128.0,184.0,38.0,91.0,104.0,108.0,113.0,164.0,163.0,55.0,45.0
RX82DRCOUPERWDR3GT,MAZDA,4,443.0,177.0,134.0,270.0,1410.0,127.0,52.0,28.0,80.0,98.0,81.0,92.0,150.0,150.0,52.0,48.0
S3SEDANTFSIQUATTRO,AUDI,14,447.0,180.0,142.0,264.0,1565.0,120.0,49.0,34.0,78.0,108.0,87.0,97.0,155.0,153.0,60.0,40.0
S40T54DRSEDANFWD,VOLVO,4,448.0,177.0,145.0,264.0,1536.0,105.0,44.0,37.0,82.0,112.0,85.0,99.0,152.0,150.0,61.0,39.0
S44DRSEDAN,AUDI,20,477.0,185.0,140.0,282.0,1748.0,139.0,55.0,34.0,82.0,104.0,90.0,104.0,157.0,155.0,56.0,44.0
S44DRSEDAN30TFSIQUATTROPREMIUM,AUDI,9,470.0,183.0,143.0,281.0,1765.0,124.0,50.0,36.0,79.0,106.0,88.0,103.0,155.0,154.0,55.0,45.0
S44DRSEDAN30TFSIQUTTROPREMIUM,AUDI,9,470.0,183.0,143.0,281.0,1745.0,124.0,50.0,36.0,79.0,106.0,88.0,103.0,155.0,154.0,55.0,45.0
S44DRSEDANAWD,AUDI,9,470.0,183.0,143.0,281.0,1530.0,124.0,50.0,36.0,79.0,106.0,88.0,103.0,155.0,154.0,55.0,45.0
S52DRCABRIOLET30TFSIQUATTROPREMIUM,AUDI,10,464.0,185.0,137.0,275.0,1955.0,124.0,49.0,33.0,77.0,111.0,89.0,102.0,157.0,155.0,51.0,49.0
S52DRCABRIOLETAWD,AUDI,10,464.0,185.0,137.0,275.0,1695.0,124.0,49.0,33.0,77.0,111.0,89.0,102.0,157.0,155.0,51.0,49.0
S52DRCONVERTIBLE,AUDI,21,471.0,185.0,137.0,276.0,1920.0,138.0,72.0,37.0,80.0,110.0,91.0,104.0,159.0,157.0,56.0,44.0
S52DRCOUPE,AUDI,21,471.0,185.0,137.0,276.0,1635.0,138.0,55.0,37.0,80.0,110.0,91.0,104.0,159.0,157.0,56.0,44.0
S52DRCOUPE30TFSIQUATTROQUATTROPREMIUM,AUDI,8,464.0,185.0,137.0,275.0,1750.0,124.0,49.0,33.0,77.0,111.0,89.0,102.0,157.0,155.0,51.0,49.0
S52DRCOUPE42FSIQUATTROQUATTROPREMIUM,AUDI,8,464.0,185.0,137.0,275.0,1750.0,124.0,49.0,33.0,77.0,111.0,89.0,102.0,157.0,155.0,51.0,49.0
S52DRCOUPEAWD,AUDI,8,464.0,185.0,137.0,275.0,1875.0,124.0,49.0,33.0,77.0,111.0,89.0,102.0,157.0,155.0,51.0,49.0
S5SPORTBACK,AUDI,21,477.0,184.0,138.0,283.0,1680.0,138.0,113.0,33.0,79.0,109.0,91.0,104.0,159.0,157.0,57.0,43.0
S604DRSEDAN,VOLVO,19,476.0,185.0,143.0,287.0,1662.0,135.0,56.0,36.0,81.0,112.0,85.0,104.0,160.0,160.0,56.0,44.0
S604DRSEDANAWD,VOLVO,19,476.0,185.0,143.0,287.0,1795.0,135.0,56.0,36.0,81.0,112.0,85.0,104.0,160.0,160.0,56.0,44.0
S604DRSEDANFWD,VOLVO,19,476.0,185.0,143.0,287.0,1687.0,135.0,56.0,36.0,81.0,112.0,85.0,104.0,160.0,160.0,56.0,44.0
S604DRSEDANT5FWD,VOLVO,11,463.0,187.0,148.0,278.0,1609.0,127.0,50.0,35.0,83.0,112.0,94.0,92.0,157.0,156.0,62.0,38.0
S604DRSEDANT5T6AWD,VOLVO,11,464.0,187.0,148.0,278.0,1749.0,127.0,50.0,35.0,83.0,112.0,94.0,92.0,159.0,159.0,62.0,38.0
S604DRSEDANT5T6FWD,VOLVO,11,464.0,187.0,148.0,278.0,1658.0,127.0,50.0,35.0,83.0,112.0,94.0,92.0,159.0,159.0,62.0,38.0
S604DRSEDANT6AWD,VOLVO,11,463.0,187.0,148.0,278.0,1711.0,127.0,50.0,35.0,83.0,112.0,94.0,92.0,157.0,156.0,62.0,38.0
S604DRSEDANT6AWDRDESIGN,VOLVO,11,463.0,187.0,148.0,278.0,1711.0,127.0,50.0,35.0,83.0,112.0,94.0,92.0,157.0,156.0,62.0,38.0
S60CROSSCOUNTRY4DRSEDAN,VOLVO,11,464.0,187.0,154.0,278.0,1757.0,127.0,50.0,35.0,83.0,112.0,94.0,92.0,162.0,158.0,62.0,38.0
S60POLESTAR4DRSEDAN,VOLVO,19,476.0,185.0,143.0,287.0,2026.0,135.0,56.0,36.0,81.0,112.0,85.0,104.0,160.0,160.0,56.0,44.0
S60RECHARGE4DRSEDAN,VOLVO,19,476.0,185.0,143.0,287.0,2033.0,135.0,56.0,36.0,81.0,112.0,85.0,104.0,160.0,160.0,56.0,44.0
S64DRSEDAN40TFSIQUATTRO,AUDI,11,492.0,187.0,146.0,291.0,1995.0,140.0,58.0,37.0,80.0,111.0,92.0,109.0,163.0,162.0,55.0,45.0
S64DRSEDANAWD,AUDI,7,492.0,186.0,145.0,284.0,2035.0,128.0,53.0,36.0,79.0,107.0,101.0,108.0,158.0,157.0,58.0,42.0
S74DRHATCHBACK,AUDI,11,497.0,191.0,142.0,291.0,1940.0,140.0,230.0,34.0,78.0,112.0,93.0,112.0,164.0,164.0,54.0,46.0
S74DRHATCHBACK40TFSIQUATTRO,AUDI,11,497.0,191.0,142.0,291.0,2045.0,140.0,230.0,34.0,78.0,112.0,93.0,112.0,164.0,164.0,54.0,46.0
S74DRSPORTBACK40TFSIQUATTRO,AUDI,11,497.0,191.0,142.0,291.0,2045.0,140.0,230.0,34.0,78.0,112.0,93.0,112.0,164.0,164.0,54.0,46.0
S80324DRSEDANFWD,VOLVO,7,485.0,186.0,149.0,284.0,1716.0,121.0,51.0,36.0,80.0,112.0,99.0,103.0,156.0,158.0,61.0,39.0
S80324DRSEDANFWD32LI6,VOLVO,7,485.0,186.0,149.0,284.0,1716.0,121.0,51.0,36.0,80.0,112.0,99.0,103.0,156.0,158.0,61.0,39.0
S804DRSEDANT5DRIVEEFWD,VOLVO,7,485.0,186.0,149.0,284.0,1716.0,121.0,51.0,36.0,80.0,112.0,99.0,103.0,159.0,159.0,61.0,39.0
S804DRSEDANT6AWD,VOLVO,7,485.0,186.0,149.0,284.0,1829.0,121.0,51.0,36.0,80.0,112.0,99.0,103.0,159.0,159.0,61.0,39.0
S80T64DRSEDANAWD,VOLVO,7,485.0,186.0,149.0,284.0,1829.0,121.0,51.0,36.0,80.0,112.0,99.0,103.0,156.0,158.0,61.0,39.0
S80T64DRSEDANAWD30LI6,VOLVO,7,485.0,186.0,149.0,284.0,1829.0,121.0,51.0,36.0,80.0,112.0,99.0,103.0,156.0,158.0,61.0,39.0
S84DRSEDAN40TFSIQUATTRO,AUDI,10,512.0,195.0,146.0,299.0,2125.0,146.0,67.0,32.0,82.0,114.0,100.0,114.0,163.0,163.0,56.0,44.0
S8PLUS4DRSEDAN40TFSIQUATTRO,AUDI,10,512.0,195.0,146.0,299.0,2125.0,146.0,67.0,32.0,82.0,114.0,100.0,114.0,163.0,163.0,56.0,44.0
S904DRSEDANT5AWD,VOLVO,17,496.0,189.0,144.0,294.0,1840.0,137.0,57.0,37.0,81.0,112.0,88.0,115.0,163.0,163.0,56.0,44.0
S904DRSEDANT5FWD,VOLVO,17,496.0,189.0,144.0,294.0,1759.0,137.0,57.0,37.0,81.0,112.0,88.0,115.0,163.0,163.0,56.0,44.0
S904DRSEDANT6AWD,VOLVO,17,496.0,189.0,144.0,294.0,1921.0,137.0,57.0,37.0,81.0,112.0,88.0,115.0,163.0,163.0,56.0,44.0
S904DRSEDANT8EAWDPHEV,VOLVO,17,496.0,189.0,144.0,294.0,2081.0,137.0,57.0,37.0,81.0,112.0,88.0,115.0,163.0,163.0,56.0,44.0
S90RECHARGE4DRSEDAN,VOLVO,17,496.0,189.0,144.0,294.0,2120.0,137.0,57.0,37.0,81.0,112.0,88.0,115.0,163.0,163.0,56.0,44.0
SANTAFE4DRSUV20LAWD,HYUNDAI,19,477.0,189.0,171.0,277.0,1843.0,125.0,194.0,37.0,97.0,108.0,95.0,105.0,164.0,165.0,57.0,43.0
SANTAFE4DRSUVAWD,HYUNDAI,21,479.0,190.0,171.0,277.0,2330.0,125.0,194.0,37.0,97.0,108.0,95.0,108.0,164.0,165.0,57.0,43.0
SANTAFE4DRSUVAWD24GLPREMIUM,HYUNDAI,7,468.0,189.0,180.0,270.0,1803.0,118.0,171.0,44.0,83.0,99.0,95.0,104.0,162.0,162.0,57.0,43.0
SANTAFE4DRSUVAWD35GL35GLSPORT35,HYUNDAI,7,468.0,189.0,180.0,270.0,1868.0,118.0,171.0,44.0,83.0,99.0,95.0,104.0,162.0,162.0,57.0,43.0
SANTAFE4DRSUVFWD,HYUNDAI,21,479.0,190.0,171.0,277.0,2380.0,125.0,194.0,37.0,97.0,108.0,95.0,108.0,164.0,165.0,58.0,42.0
SANTAFE4DRSUVFWD24GLGLPREMIUM,HYUNDAI,7,468.0,189.0,180.0,270.0,1672.0,118.0,171.0,44.0,83.0,99.0,95.0,104.0,162.0,162.0,57.0,43.0
SANTAFE4DRSUVFWD35GL35GLSPORT,HYUNDAI,7,468.0,189.0,180.0,270.0,1769.0,118.0,171.0,44.0,83.0,99.0,95.0,104.0,162.0,162.0,57.0,43.0
SANTAFE4DRSUVFWD35GL35GLSPORT35,HYUNDAI,7,468.0,189.0,180.0,270.0,1769.0,118.0,171.0,44.0,83.0,99.0,95.0,104.0,162.0,162.0,57.0,43.0
SANTAFEHEV4DRSUV,HYUNDAI,21,479.0,190.0,171.0,277.0,2530.0,124.0,194.0,37.0,97.0,108.0,94.0,108.0,164.0,165.0,58.0,42.0
SANTAFEPHEV4DRSUV,HYUNDAI,21,479.0,190.0,171.0,277.0,2650.0,124.0,194.0,37.0,97.0,108.0,94.0,108.0,164.0,165.0,58.0,42.0
SANTAFESPORT24L24LPREMIUM20TPREMIUM,HYUNDAI,13,469.0,188.0,169.0,270.0,1640.0,121.0,167.0,37.0,94.0,116.0,93.0,106.0,163.0,164.0,56.0,44.0
SANTAFESPORT24LLUXURY20TPREMIUM20T,HYUNDAI,13,469.0,188.0,169.0,270.0,1711.0,121.0,167.0,37.0,94.0,116.0,93.0,106.0,163.0,164.0,56.0,44.0
SANTAFESPORTAWD24LPREMIUM24LLUXURY2,HYUNDAI,13,469.0,188.0,169.0,270.0,1752.0,121.0,167.0,37.0,94.0,116.0,93.0,106.0,163.0,164.0,56.0,44.0
SANTAFESPORTAWD4DRSUV,HYUNDAI,13,469.0,188.0,169.0,270.0,1640.0,121.0,167.0,37.0,94.0,116.0,93.0,106.0,163.0,164.0,56.0,44.0
SANTAFESPORTFWD24L24LPREMIUM20T,HYUNDAI,13,469.0,188.0,169.0,270.0,1690.0,121.0,167.0,37.0,94.0,116.0,93.0,106.0,163.0,164.0,56.0,44.0
SANTAFESPORTFWD4DRSUV,HYUNDAI,13,469.0,188.0,169.0,270.0,1569.0,121.0,167.0,37.0,94.0,116.0,93.0,106.0,163.0,164.0,56.0,44.0
SANTAFEXLAWD4DRSUV,HYUNDAI,13,490.0,189.0,170.0,280.0,1968.0,124.0,191.0,36.0,93.0,116.0,95.0,115.0,163.0,164.0,56.0,44.0
SANTAFEXLAWD4DRSUVPREMIUMLUXURYLIMITE,HYUNDAI,13,490.0,189.0,170.0,280.0,1968.0,124.0,191.0,36.0,93.0,116.0,95.0,115.0,163.0,164.0,56.0,44.0
SANTAFEXLFWD4DRSUV,HYUNDAI,13,490.0,189.0,170.0,280.0,1790.0,124.0,191.0,36.0,93.0,116.0,95.0,115.0,163.0,164.0,56.0,44.0
SANTAFEXLGLSLIMITEDAWD4DRSUV,HYUNDAI,13,490.0,189.0,170.0,280.0,1860.0,124.0,191.0,36.0,93.0,116.0,95.0,115.0,163.0,164.0,56.0,44.0
SANTAFEXLGLSLIMITEDFWD4DRSUV,HYUNDAI,13,490.0,189.0,170.0,280.0,1790.0,124.0,191.0,36.0,93.0,116.0,95.0,115.0,163.0,164.0,56.0,44.0
SANTAFEXLPREMIUMLUXURYLIMITEDAWD4DRSU,HYUNDAI,13,490.0,189.0,170.0,280.0,1968.0,124.0,191.0,36.0,93.0,116.0,95.0,115.0,163.0,164.0,56.0,44.0
SCLASSS350BLUETEC4MATIC4DRSEDANAWD,MERCEDES-BENZ,6,521.0,187.0,147.0,317.0,2130.0,139.0,63.0,40.0,82.0,109.0,87.0,119.0,159.0,159.0,52.0,48.0
SCLASSS4004MATIC4DRSEDAN,MERCEDES-BENZ,14,512.0,190.0,150.0,304.0,2095.0,153.0,67.0,36.0,87.0,114.0,89.0,120.0,164.0,163.0,53.0,47.0
SCLASSS400HYBRID4DRSEDANRWD,MERCEDES-BENZ,8,521.0,187.0,147.0,317.0,2087.0,139.0,63.0,40.0,82.0,109.0,87.0,119.0,159.0,159.0,52.0,48.0
SCLASSS4504MATIC4DRSEDAN,MERCEDES-BENZ,14,512.0,190.0,150.0,304.0,2095.0,153.0,67.0,36.0,87.0,114.0,89.0,120.0,164.0,163.0,53.0,47.0
SCLASSS4504MATIC4DRSEDANAWD,MERCEDES-BENZ,8,508.0,187.0,147.0,304.0,2095.0,137.0,62.0,39.0,81.0,109.0,87.0,119.0,159.0,158.0,52.0,48.0
SCLASSS5504MATIC2DRCOUPE,MERCEDES-BENZ,15,503.0,190.0,141.0,295.0,2090.0,159.0,63.0,29.0,86.0,116.0,95.0,113.0,163.0,165.0,53.0,47.0
SCLASSS5504MATIC4DRSEDANAWD,MERCEDES-BENZ,6,521.0,187.0,147.0,317.0,2100.0,139.0,63.0,40.0,82.0,109.0,87.0,119.0,159.0,159.0,52.0,48.0
SCLASSS5504MATIC4DRSEDANAWDLONGWHEELB,MERCEDES-BENZ,6,521.0,187.0,147.0,317.0,2095.0,139.0,63.0,40.0,82.0,109.0,87.0,119.0,159.0,159.0,52.0,48.0
SCLASSS5504MATIC4DRSEDANAWDLWB,MERCEDES-BENZ,14,525.0,190.0,149.0,316.0,2070.0,153.0,67.0,36.0,87.0,114.0,89.0,120.0,164.0,163.0,53.0,47.0
SCLASSS5504MATIC4DRSEDANAWDSHORTWHEEL,MERCEDES-BENZ,8,510.0,187.0,147.0,304.0,2075.0,137.0,62.0,39.0,81.0,109.0,87.0,119.0,159.0,159.0,52.0,48.0
SCLASSS5504MATIC4DRSEDANAWDSWB,MERCEDES-BENZ,14,512.0,190.0,150.0,304.0,2050.0,153.0,67.0,36.0,87.0,114.0,89.0,120.0,164.0,163.0,53.0,47.0
SCLASSS5504MATIC4DRSEDANLWB,MERCEDES-BENZ,14,525.0,190.0,149.0,316.0,2165.0,153.0,67.0,36.0,87.0,114.0,89.0,120.0,164.0,163.0,53.0,47.0
SCLASSS5504MATIC4DRSEDANSWB,MERCEDES-BENZ,14,512.0,190.0,150.0,304.0,2145.0,153.0,67.0,36.0,87.0,114.0,89.0,120.0,164.0,163.0,53.0,47.0
SCLASSS550E4DRSEDAN,MERCEDES-BENZ,14,525.0,190.0,149.0,316.0,2215.0,153.0,67.0,36.0,87.0,114.0,89.0,120.0,164.0,163.0,53.0,47.0
SCLASSS5604MATIC2DRCOUPE,MERCEDES-BENZ,15,503.0,190.0,141.0,295.0,2175.0,159.0,63.0,29.0,86.0,116.0,95.0,113.0,163.0,165.0,53.0,47.0
SCLASSS5604MATIC4DRSEDANLWB,MERCEDES-BENZ,14,525.0,190.0,149.0,316.0,2165.0,153.0,67.0,36.0,87.0,114.0,89.0,120.0,164.0,163.0,53.0,47.0
SCLASSS5604MATIC4DRSEDANSWB,MERCEDES-BENZ,14,512.0,190.0,150.0,304.0,2145.0,153.0,67.0,36.0,87.0,114.0,89.0,120.0,164.0,163.0,53.0,47.0
SCLASSS6004DRSEDAN,MERCEDES-BENZ,14,525.0,190.0,149.0,316.0,2285.0,153.0,67.0,36.0,87.0,114.0,89.0,120.0,164.0,163.0,53.0,47.0
SCLASSS6004DRSEDANRWD,MERCEDES-BENZ,6,521.0,187.0,147.0,317.0,2250.0,139.0,63.0,40.0,82.0,109.0,87.0,119.0,159.0,159.0,52.0,50.0
SCLASSS6004DRSEDANRWDLWB,MERCEDES-BENZ,14,525.0,190.0,149.0,316.0,2185.0,153.0,67.0,36.0,87.0,114.0,89.0,120.0,164.0,163.0,53.0,47.0
SCLASSS63AMG4DRSEDANRWD,MERCEDES-BENZ,14,529.0,190.0,150.0,317.0,2170.0,155.0,69.0,40.0,87.0,114.0,91.0,122.0,164.0,163.0,53.0,50.0
SCLASSS63AMG4DRSEDANRWDLWB,MERCEDES-BENZ,14,529.0,190.0,150.0,316.0,2070.0,155.0,69.0,36.0,87.0,114.0,91.0,122.0,164.0,163.0,53.0,47.0
SCLASSS63AMG4MATIC2DRCOUPE,MERCEDES-BENZ,15,504.0,190.0,142.0,295.0,2070.0,161.0,63.0,29.0,86.0,116.0,97.0,113.0,163.0,165.0,53.0,47.0
SCLASSS63AMG4MATIC4DRSEDAN,MERCEDES-BENZ,14,529.0,190.0,150.0,316.0,2180.0,155.0,69.0,36.0,87.0,114.0,91.0,122.0,164.0,163.0,53.0,47.0
SCLASSS65AMG2DRCOUPE,MERCEDES-BENZ,15,504.0,190.0,142.0,295.0,2185.0,161.0,63.0,29.0,86.0,116.0,97.0,113.0,163.0,165.0,53.0,47.0
SCLASSS65AMG4DRSEDAN,MERCEDES-BENZ,14,529.0,190.0,150.0,316.0,2254.0,155.0,69.0,36.0,87.0,114.0,91.0,122.0,164.0,163.0,53.0,47.0
SCLASSS65AMG4DRSEDANRWD,MERCEDES-BENZ,6,521.0,187.0,147.0,317.0,2300.0,139.0,63.0,40.0,82.0,109.0,87.0,119.0,159.0,159.0,52.0,50.0
SCLASSS65AMG4DRSEDANRWDLWB,MERCEDES-BENZ,14,529.0,190.0,150.0,316.0,2250.0,155.0,69.0,36.0,87.0,114.0,91.0,122.0,164.0,163.0,53.0,47.0
SEDONA5DRVANFWDLX,KIA,6,513.0,199.0,176.0,302.0,2087.0,101.0,215.0,48.0,88.0,114.0,98.0,114.0,169.0,169.0,57.0,43.0
SEDONA5DRVANFWDLXCONVENIENCEEX,KIA,6,513.0,199.0,183.0,302.0,2087.0,101.0,215.0,48.0,88.0,114.0,98.0,114.0,169.0,169.0,57.0,43.0
SEDONA5DRVANFWDLXLXCONVENIENCEEXEXCO,KIA,6,513.0,199.0,176.0,302.0,2108.0,101.0,215.0,48.0,88.0,114.0,98.0,114.0,169.0,169.0,57.0,43.0
SEDONAL5DRVANFWD,KIA,15,512.0,199.0,174.0,306.0,2005.0,107.0,225.0,44.0,94.0,114.0,97.0,111.0,174.0,175.0,57.0,43.0
SEDONALLXSX5DRVANFWD,KIA,15,512.0,199.0,174.0,306.0,2002.0,107.0,225.0,44.0,94.0,114.0,97.0,111.0,174.0,175.0,57.0,43.0
SEDONALXSX5DRVANFWD,KIA,15,512.0,199.0,174.0,306.0,2079.0,107.0,225.0,44.0,94.0,114.0,97.0,111.0,174.0,175.0,57.0,43.0
SEDONASXL5DRVANFWD,KIA,15,512.0,199.0,174.0,306.0,2150.0,107.0,225.0,44.0,94.0,114.0,97.0,111.0,174.0,175.0,57.0,43.0
SELTOSAWD4DRSUV,KIA,20,437.0,180.0,162.0,263.0,1445.0,117.0,153.0,35.0,90.0,102.0,86.0,89.0,156.0,157.0,59.0,41.0
SELTOSAWDTURBO4DRSUV,KIA,20,437.0,180.0,162.0,263.0,1505.0,117.0,153.0,35.0,90.0,102.0,86.0,89.0,156.0,157.0,59.0,41.0
SELTOSFWD4DRSUV,KIA,20,437.0,180.0,162.0,263.0,1312.0,117.0,153.0,35.0,90.0,102.0,86.0,89.0,156.0,157.0,60.0,40.0
SENTRA18S18SV4DRSEDAN,NISSAN,13,463.0,176.0,150.0,270.0,1283.0,109.0,50.0,34.0,80.0,113.0,91.0,102.0,153.0,153.0,60.0,40.0
